sample_name	library_ID	BioProject accession	title	tissue	geographic location	sex	isolate	Lat	Lon	Anem_ID	Collection_Date	Size	Size_type	Tail_color	dev_stage	Collector	Notes	library_strategy	LibraryName	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
APCL14_423_L1746	L1746	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871697	124.713987	651	2014-06-24	5.5	FL	WR	NA	MRS		RAD-Seq	L1746	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1746.F.fq.gz	APCL_L1746.R1.fq.gz
APCL14_424_L1747	L1747	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871694	124.713949	652	2014-06-24	5.2	FL	YR	NA	MRS		RAD-Seq	L1747	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1747.F.fq.gz	APCL_L1747.R1.fq.gz
APCL14_308_L1748	L1748	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.635041	124.776216	569	2014-06-22	6.3	FL	Y	NA	MRS		RAD-Seq	L1748	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1748.F.fq.gz	APCL_L1748.R1.fq.gz
APCL14_497_L1749	L1749	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809147	124.765319	697	2014-06-28	8.6	FL	O	adult	MRS		RAD-Seq	L1749	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1749.F.fq.gz	APCL_L1749.R1.fq.gz
APCL14_499_L1750	L1750	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	9.9	FL	O	adult	MRS		RAD-Seq	L1750	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1750.F.fq.gz	APCL_L1750.R1.fq.gz
APCL14_500_L1751	L1751	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	8.8	FL	Y	adult	MRS		RAD-Seq	L1751	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1751.F.fq.gz	APCL_L1751.R1.fq.gz
APCL14_508_L1752	L1752	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798627	124.768745	703	2014-06-29	3.6	FL	YR	NA	MRS		RAD-Seq	L1752	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1752.F.fq.gz	APCL_L1752.R1.fq.gz
APCL14_531_L1753	L1753	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76901	124.783733	717	2014-06-29	4.2	FL	WR	NA	MRS		RAD-Seq	L1753	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1753.F.fq.gz	APCL_L1753.R1.fq.gz
APCL14_452_L1754	L1754	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.859822	124.722686	676	2014-06-26	7.7	FL	O	adult	MRS		RAD-Seq	L1754	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1754.F.fq.gz	APCL_L1754.R1.fq.gz
APCL12_038_L1755	L1755	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874118	124.710649	NA	2012-05-08	9.6	FL		adult	MLP	big fin clip; 2016-01-04: calling an adult based on size, no tail shape provided, MRS	RAD-Seq	L1755	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1755.F.fq.gz	APCL_L1755.R1.fq.gz
APCL12_081_L1758	L1758	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.872903	124.7118665	NA	2012-05-09	10.3	FL	Y	adult	MLP	#88 has oranged-edged tail, #81 has yellow tail; 2016-01-04: calling an adult based on size, no tail shape provided, MRS	RAD-Seq	L1758	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1758.F.fq.gz	APCL_L1758.R1.fq.gz
APCL12_082_L1759	L1759	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87283825	124.7119028	NA	2012-05-09	9.1	FL	Y	adult	MLP	#82 has yellow tail, #89 has orange-edged tail	RAD-Seq	L1759	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1759.F.fq.gz	APCL_L1759.R1.fq.gz
APCL12_121_L1776	L1776	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871505	124.714281	NA	2012-05-09	7.5	FL	O	adult	MLP	Orange-edged tail	RAD-Seq	L1776	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L1776.F.fq.gz	APCL_L1776.R1.fq.gz
APCL14_499_L2201	L2201	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.809252	124.765348	699	2014-06-28	9.9	FL	O	adult	MRS		RAD-Seq	L2201	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2201.F.fq.gz	APCL_L2201.R1.fq.gz
APCL12_084_L2208	L2208	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87285525	124.7119735	NA	2012-05-09	6.9	FL	Y	NA	MLP	#84 has yellow tail	RAD-Seq	L2208	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2208.F.fq.gz	APCL_L2208.R1.fq.gz
APCL12_121_L2219	L2219	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871505	124.714281	NA	2012-05-09	7.5	FL	O	adult	MLP	Orange-edged tail	RAD-Seq	L2219	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2219.F.fq.gz	APCL_L2219.R1.fq.gz
APCL13_501_L2231	L2231	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.743742	124.786381	NA	2013-06-01	8.5	FL	O	adult	MLP	Only had one streamer on tail: other cut last year?	RAD-Seq	L2231	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2231.F.fq.gz	APCL_L2231.R1.fq.gz
APCL13_512_L2240	L2240	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.74427	124.786506	287	2013-06-01	3	FL	YR	NA	MLP	#511 may have been sampled last year (tail looks cut, but not this year)	RAD-Seq	L2240	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2240.F.fq.gz	APCL_L2240.R1.fq.gz
APCL14_109_L2241	L2241	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87361	124.711553	436	2014-06-13	4.7	FL	WR	NA	MLP		RAD-Seq	L2241	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2241.F.fq.gz	APCL_L2241.R1.fq.gz
APCL14_124_L2242	L2242	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable			448	2014-06-16	8	FL	O	adult	MRS	There is no GPS data for these samples, I think the unit submerged for these minutes	RAD-Seq	L2242	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2242.F.fq.gz	APCL_L2242.R1.fq.gz
APCL14_128_L2243	L2243	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.652877	124.783452	451	2014-06-16	10.2	FL	O	adult	MRS		RAD-Seq	L2243	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2243.F.fq.gz	APCL_L2243.R1.fq.gz
APCL14_138_L2246	L2246	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633527	124.776898	458	2014-06-16	5.3	FL	YR	NA	MRS		RAD-Seq	L2246	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2246.F.fq.gz	APCL_L2246.R1.fq.gz
APCL14_139_L2247	L2247	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.633527	124.776898	458	2014-06-16	4.8	FL	YR	NA	MRS		RAD-Seq	L2247	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2247.F.fq.gz	APCL_L2247.R1.fq.gz
APCL14_383_L2249	L2249	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870462	124.714834	601	2014-06-23	6.2	FL	Y	NA	MRS	2015-09-01: failed extraction; field notes: VERY bLACK AND WHITE, NO ORANGE AT ALL, YELLOW TAIL	RAD-Seq	L2249	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2249.F.fq.gz	APCL_L2249.R1.fq.gz
APCL14_387_L2251	L2251	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	10.1	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG	RAD-Seq	L2251	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2251.F.fq.gz	APCL_L2251.R1.fq.gz
APCL14_388_L2252	L2252	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	9.6	FL	O	adult	MRS	2015-09-01: failed extraction; field notes: NO TAG	RAD-Seq	L2252	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2252.F.fq.gz	APCL_L2252.R1.fq.gz
APCL14_390_L2253	L2253	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871378	124.714208	606	2014-06-23	9.1	FL	O	adult	MRS	2015-09-01: failed extraction	RAD-Seq	L2253	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2253.F.fq.gz	APCL_L2253.R1.fq.gz
APCL14_391_L2254	L2254	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87137	124.71421	607	2014-06-23	6.4	FL	O	adult	MRS	2015-09-01: failed extraction	RAD-Seq	L2254	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2254.F.fq.gz	APCL_L2254.R1.fq.gz
APCL14_505_L2255	L2255	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	4.9	FL	O	adult	MRS		RAD-Seq	L2255	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2255.F.fq.gz	APCL_L2255.R1.fq.gz
APCL14_521_L2256	L2256	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769081	124.783681	712	2014-06-29	5.3	FL	WR	NA	MRS		RAD-Seq	L2256	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2256.F.fq.gz	APCL_L2256.R1.fq.gz
APCL14_523_L2257	L2257	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769192	124.783653	713	2014-06-29	9.6	FL	O	adult	MRS		RAD-Seq	L2257	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2257.F.fq.gz	APCL_L2257.R1.fq.gz
APCL14_524_L2258	L2258	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769192	124.783653	713	2014-06-29	5.3	FL	Y	NA	MRS		RAD-Seq	L2258	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2258.F.fq.gz	APCL_L2258.R1.fq.gz
APCL12_045_L2260	L2260	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874423	124.7106755	NA	2012-05-08	8.7	FL		adult	MLP	I messed up somewhere here, since #47 was written twice (but only had one fin in it). I may have written a number down, but not added a fin to the tube (the 12:38 anemone?). From 49 and onwards, I checked tubes carefully.	RAD-Seq	L2260	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2260.F.fq.gz	APCL_L2260.R1.fq.gz
APCL12_048_L2261	L2261	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8737115	124.7111638	NA	2012-05-08	9.3	FL		adult	MLP	I messed up somewhere here, since #47 was written twice (but only had one fin in it). I may have written a number down, but not added a fin to the tube (the 12:38 anemone?). From 49 and onwards, I checked tubes carefully.	RAD-Seq	L2261	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2261.F.fq.gz	APCL_L2261.R1.fq.gz
APCL12_065_L2262	L2262	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8737495	124.7112805	NA	2012-05-09	5.3	FL		NA	MLP		RAD-Seq	L2262	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2262.F.fq.gz	APCL_L2262.R1.fq.gz
APCL12_114_L2271	L2271	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87172975	124.7139693	NA	2012-05-09	5	FL		NA	MLP		RAD-Seq	L2271	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2271.F.fq.gz	APCL_L2271.R1.fq.gz
APCL12_132_L2273	L2273	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.85631525	124.7258458	NA	2012-05-10	9.1	FL	O	adult	MLP	In a 0.5m block of rubble. #132 was orange-edged tail, #133 and #134 were yellow.	RAD-Seq	L2273	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2273.F.fq.gz	APCL_L2273.R1.fq.gz
APCL12_198_L2280	L2280	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.75336925	124.7844755	NA	2012-05-11	7.4	FL	O	adult	MLP		RAD-Seq	L2280	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2280.F.fq.gz	APCL_L2280.R1.fq.gz
APCL12_202_L2283	L2283	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.76349825	124.7852425	NA	2012-05-11	4.5	FL	Y	NA	MLP		RAD-Seq	L2283	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2283.F.fq.gz	APCL_L2283.R1.fq.gz
APCL12_208_L2286	L2286	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7641795	124.7852345	NA	2012-05-11	6.3	FL	Y	NA	MLP		RAD-Seq	L2286	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2286.F.fq.gz	APCL_L2286.R1.fq.gz
APCL12_278_L2321	L2321	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8715705	124.71412	NA	2012-05-14	8.8	FL	O	adult	MLP		RAD-Seq	L2321	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2321.F.fq.gz	APCL_L2321.R1.fq.gz
APCL12_279_L2322	L2322	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.8715705	124.71412	NA	2012-05-14	9.5	FL	Y	adult	MLP		RAD-Seq	L2322	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2322.F.fq.gz	APCL_L2322.R1.fq.gz
APCL12_283_L2326	L2326	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.87080175	124.7145073	NA	2012-05-14	5.7	FL	Y	NA	MLP		RAD-Seq	L2326	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2326.F.fq.gz	APCL_L2326.R1.fq.gz
APCL15_400899_L2330	L2330	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.65302518	124.7839797	#N/A	2015-06-11	11.1	FL	YP	adult	MRS	potential type-o	RAD-Seq	L2330	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2330.F.fq.gz	APCL_L2330.R1.fq.gz
APCL15_403710_L2335	L2335	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63270376	124.7769033	2157	2015-06-11	9.5	FL	YP	adult	MRS		RAD-Seq	L2335	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2335.F.fq.gz	APCL_L2335.R1.fq.gz
APCL15_405582_L2341	L2341	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63275749	124.7767793	782	2015-06-11	7.3	FL	O	adult	MRS		RAD-Seq	L2341	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2341.F.fq.gz	APCL_L2341.R1.fq.gz
APCL15_404319_L2342	L2342	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.63264282	124.776725	2154	2015-06-11	9.7	FL	O	adult	MRS		RAD-Seq	L2342	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2342.F.fq.gz	APCL_L2342.R1.fq.gz
APCL14_346_L2349	L2349	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871644	124.714029	646	2014-06-24	5.1	FL	WR	NA	MRS		RAD-Seq	L2349	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2349.F.fq.gz	APCL_L2349.R1.fq.gz
APCL14_386_L2350	L2350	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870879	124.714468	NA	2014-06-23	4.7	FL	Y	NA	MRS	2015-09-01: failed extraction; field notes: NO TAG	RAD-Seq	L2350	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2350.F.fq.gz	APCL_L2350.R1.fq.gz
APCL14_502_L2351	L2351	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.810646	124.7648	700	2014-06-28	3.6	FL	Y	NA	MRS		RAD-Seq	L2351	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2351.F.fq.gz	APCL_L2351.R1.fq.gz
APCL14_506_L2352	L2352	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.798448	124.768651	702	2014-06-29	4.2	FL	YR	NA	MRS		RAD-Seq	L2352	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2352.F.fq.gz	APCL_L2352.R1.fq.gz
APCL14_515_L2353	L2353	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.768522	124.783975	709	2014-06-29	8.2	FL	YP	adult	MRS		RAD-Seq	L2353	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2353.F.fq.gz	APCL_L2353.R1.fq.gz
APCL14_525_L2354	L2354	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.769317	124.783583	714	2014-06-29	9.2	FL	O	adult	MRS		RAD-Seq	L2354	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2354.F.fq.gz	APCL_L2354.R1.fq.gz
APCL14_374_L2359	L2359	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869741	124.716071	594	2014-06-23	7.4	FL	YR	adult	MRS	2015-09-01: failed extraction; field notes: 3 HECR'S ALL TOGETHER 	RAD-Seq	L2359	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2359.F.fq.gz	APCL_L2359.R1.fq.gz
APCL12_058_L2362	L2362	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable				1899-12-30				NA	MLP	2016-02-17: This fish was not listed on the collections import sheet, 2016-01-11: could be a replacement for a duplicate of APCL12_056	RAD-Seq	L2362	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2362.F.fq.gz	APCL_L2362.R1.fq.gz
APCL12_203_L2385	L2385	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.7635375	124.7852195	NA	2012-05-11	5.2	FL	Y	NA	MLP		RAD-Seq	L2385	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2385.F.fq.gz	APCL_L2385.R1.fq.gz
APCL14_347_L2400	L2400	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871644	124.714029	646	2014-06-24	4	FL	YR	NA	MRS		RAD-Seq	L2400	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2400.F.fq.gz	APCL_L2400.R1.fq.gz
APCL14_382_L2401	L2401	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870293	124.715116	600	2014-06-23	4.4	FL	WR	NA	MRS	2015-09-01: failed extraction	RAD-Seq	L2401	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2401.F.fq.gz	APCL_L2401.R1.fq.gz
APCL14_385_L2402	L2402	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.870559	124.714802	603	2014-06-23	4.5	FL	Y	NA	MRS	2015-09-01: failed extraction	RAD-Seq	L2402	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2402.F.fq.gz	APCL_L2402.R1.fq.gz
APCL14_537_L2403	L2403	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.755112	124.785087	723	2014-07-01	5.2	FL	Y	NA	MRS		RAD-Seq	L2403	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2403.F.fq.gz	APCL_L2403.R1.fq.gz
APCL14_369_L2409	L2409	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.869573	124.7162	592	2014-06-23	7.5	FL	O	adult	MRS	2015-09-01: failed extraction	RAD-Seq	L2409	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2409.F.fq.gz	APCL_L2409.R1.fq.gz
APCL12_054_L2412	L2412	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.874261	124.7107895	NA	2012-05-09	9.2	FL		adult	MLP		RAD-Seq	L2412	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2412.F.fq.gz	APCL_L2412.R1.fq.gz
APCL12_080_L2420	L2420	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873701	124.7114218	NA	2012-05-09	4.7	FL		NA	MLP		RAD-Seq	L2420	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2420.F.fq.gz	APCL_L2420.R1.fq.gz
APCL12_080_L2421	L2421	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.873701	124.7114218	NA	2012-05-09	4.7	FL		NA	MLP		RAD-Seq	L2421	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2421.F.fq.gz	APCL_L2421.R1.fq.gz
APCL14_349_L2447	L2447	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.871672	124.714043	648	2014-06-24	4.1	FL	WR	NA	MRS	2015-09-01: failed extraction	RAD-Seq	L2447	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2447.F.fq.gz	APCL_L2447.R1.fq.gz
APCL14_462_L2456	L2456	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.861051	124.721778	684	2014-06-26	4.7	FL	WR	NA	MRS		RAD-Seq	L2456	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2456.R1.fq.gz	
APCL14_463_L2457	L2457	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.861017	124.721767	685	2014-06-26	5.7	FL	YR	NA	MRS	DIDN'T CATCH SMALLER FISH	RAD-Seq	L2457	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2457.R1.fq.gz	
APCL14_465_L2458	L2458	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855408	124.727081	689	2014-06-26	4.1	FL	YR	NA	MRS		RAD-Seq	L2458	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2458.R1.fq.gz	
APCL14_468_L2459	L2459	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.856038	124.726383	198	2014-06-26	9.6	FL	O	adult	MRS		RAD-Seq	L2459	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2459.R1.fq.gz	
APCL14_470_L2460	L2460	    PRJNA563695	Amphiprion clarkii	Fin clip	not applicable	NA	not applicable	10.855977	124.726304	690	2014-06-26	9	FL	O	adult	MRS		RAD-Seq	L2460	GENOMIC	Reduced Representation	SINGLE	ILLUMINA	Illumina HiSeq 2500	ddRADseq	fastq	APCL_L2460.R1.fq.gz	
